node,text,date,novelty
H151,"Each player in turn, in counter-clockwise direction, draws a tile from the wall; as long as the tile drawn is not one of the bonus tiles, the player proceeds to discard a tile (either the tile just drawn, or a tile in the hand) to maintain a hand of 13. The discarded tile is thrown into the centre and, if desired, the player announces out loud what the piece is. The other players have an opportunity to seize the discarded tile; if no one takes it, the turn continues to the next player. Play continues this way until one player has a legal winning hand and calls out the win (each region does this call differently—no Asian version uses the word ""mahjong"" to signal a win) while revealing their hand.

There are four different ways that regular order of play can be interrupted:

A bonus tile (flower or season) is drawn
A meld (pung, kong, or chow) is made from a discard
Going mahjong (declaring a winning hand)
Robbing a kong
During play, each player's hand should always be 13 tiles (meaning in each turn a tile must be picked up and another discarded). The count of 13 tiles do not include any bonus tiles (flowers and seasons), which are set to the side, nor does it include the fourth added piece of a kong. If a player is seen to have fewer or more than 13 tiles in their hand outside of their turn they are penalised.
",1801,7.341636657714844
H152,"Firework-snatching, known in China as Qianghuapao, is a traditional sport of many ethnic groups including the Zhuang, Miao and Dong. The traditional way of playing is to launch a firework into the air and young men compete to get it. The arena could be any places, even ponds, cliffs, and so it is called a ""game of brave guys"". But the game has been improved into a new style, similar to American football, spanning 40 minutes in two 20-minute halves, with a ten minute break. The firework has been replaced by safer rubber disc with a diameter of 15 cm.",2015,7.524289131164551
H153,"The general concept of kendama is pulling the ken up and balancing the tama somewhere on the ken, or vice versa. There are not any specific rules on how to play kendama. However, bending the knees while playing kendama is a method that experts use.[4] Endless tricks and trick combinations can be made with just ken grip, sara grip, tama grip, and candle grip by themselves or together in a combination. Some examples of tricks in each of these grips are as follows:

Ken grip
Spike: This trick involves the hole in the tama and the spike.

Hold the ken with the spike pointing straight up
Hold the ball with the off hand to ensure the ball is still before starting the motion of this trick
Bend the knees
Pull the tama up with the entire body
Catch the ball in the spike by directing the spike underneath the hole in the tama[5]
Swing Spike: a variation of the Spike.

Hold the ken in a way similar to preparing a spike
Hold the ball with the opposite hand and slightly bring it back towards the body, keeping the tension in the string
Let go of the ball and swing the ball out in front of self
Tug the string a bit to make the ball rotate the hole 360° towards self
Catch the tama on the spike by connecting the spike and the hole together.[6]
Around Japan: This trick is a combination of the big cup, small cup, and the spike.

Pull the ball up into the small cup
Hop the ball over to the big cup by rotating the wrist to the right (and vice versa if left handed)
Keep an eye on the hole, and hop the ball up onto the spike, connecting the hole and spike together[7]
Note: The following combination is also ok: big cup→small cup→spike.",1501,10.0
H154,"Each player's nine Pawns are placed on the third nearest row to the player. The Rook and the Bishop are placed on the second row one space in from the edge, the Rook on the right, the Bishop on the left. The remaining pieces are placed on the row nearest to the player in the following way: the Lances in each corner, the Knights on the next square in from the corner, the Silver Generals next to the Knights. The middle square on the nearest row holds the King with the Gold Generals either side of him.

The objective of Japanese Chess is to capture the opposing player's King. The King is never actually taken; instead the aim is put the opponent's King into a position such that the opposing player can do nothing to avoid the King being taken next turn. As soon as this happens, the victorious player who has just moved says ""checkmate"" and the game is over.

Basic Play for Shogi
Players take turns to move a piece that belongs to them. Each piece is moved according to different rules but no two pieces can occupy the same square. If a piece moves so that its final position is a square occupied by an opposing piece, the opposing piece is ""captured"" or ""taken"" and is removed from the board. Captured pieces should be placed face up within easy view of both players. It is not compulsory to capture.


King - moves one space in any direction diagonally or orthogonally EXCEPT that the King cannot move onto a square that is attacked by an opposing piece.

Gold General - moves one space in one of 6 directions - forwards, diagonally forwards, sideways or backwards.

Silver General - moves one space in one of 5 directions - forwards, diagonally forwards or diagonally backwards.

Knight - moves two squares forwards and then one square sideways. Only two squares are available to the Knight but, in compensation, it is the only piece that can jump over other pieces.

Lance - moves any number of spaces forwards.

Rook - moves any number of spaces orthogonally but cannot jump over another piece.

Bishop - moves any number of spaces diagonally but cannot jump over another piece.

Pawn - moves one square forwards only.",794,7.169951438903809
H155,"The game is played between two partners or two teams who play in turns, sometimes it is played with more teams. There is no limit in the number of participants in a game, which means that the game can be played by a considerable group. When played with large groups it is not uncommon for some group members never to cast the sticks: they still participate by discussing the strategy.

The start of the game is determined by each team casting the yut-sticks. The team with the highest score starts first.

Each team then casts the sticks in turn, then moves a mal according to the score achieved. One turn usually consists of only one cast. However, a player achieving a yut or mo earns an extra cast for the turn; if the player casts a yut or mo at the second cast, they earn an extra cast again, so there is no limit to the number of times a player can cast again before the end of a turn, provided they keep casting yuts or mos. The respective scores can be played separately if wished, each given to another mal (or group of mals, see below), but a score earned from one cast cannot be split into two moves—for example, a geol (advance three steps) cannot be split into a do (one step) and a gae (two steps).


The four possible courses of the game of Yut
As long as there are mals outside the board, a team can either put a new mal onto the board according to the scores it got, or move a mal already on the board. The mals travel around the board and can move forward only. However, when landing on one of the big stations (in the corner and the centre), the team can choose to take the shorter way should they wish to. There are four possible courses, the default course being longest one with no abbreviation (No. 4).

If a mal lands on a station occupied by the opponent's team, the opponent's mal is removed from the course and returned to the starting position, and the current player is allowed to cast again.

If a mal lands on a station occupied by the own team, these mals can form a group and travel together from that point on.  However, this bears a risk: If an opponent lands their mal on a station occupied by a group of mals of the opponent, all mals in the group are removed from the course.

For example, if one casts two yuts and one do at their first turn in the game, possible moves would include (see The Stations below for the station names):

Put a mal on the board at the yut station (uses the first yut score); advance to mo (uses the do score), then to sok-yut (uses the second yut).
Put a mal on the board at the yut station (uses first yut score); put another mal on the board at the same yut station (uses the second yut score), causing the two mals to move together from then on; advance them to mo (uses the do).
Put a mal on the board at the yut station (uses the first yut); advance to duet-geol (uses the second yut), then to duet-yut (uses the do).
The game is won by the team who brings all their mals home first, that is complete the course with all their mals. A course is completed if a mal passes the station where the game is started (cham-meoki). Landing on cham-meoki is no finish, but any score going ""beyond"" this station completes a home run. Yut is often played for three or more wins",-57,7.643118858337402
H156,"Ssireum is conducted within a circular ring, measuring approximately 7 meters in diameter, which is covered with mounded sand. The two contestants begin the match by kneeling on the sand in a grappling position (baro japki), each grabbing a belt—known as a satba (샅바)[10]—which is wrapped around his opponent's waist and thigh. The wrestlers then rise while retaining their hold on the other's 'satba.' The match is awarded to the wrestler who forces the other contestant to touch the ground with any part of his body at knee level or higher. Unlike sumo, pushing an opponent outside of the ring does not warrant a win, just a restart. Normally, professional ssireum is contested in a best-out-of-three style match.

There are three judges, a chief referee and three sub referees. The chief judge is positioned inside the ring, whereas the sub referees are located on the outside of the ring, one to the right and others to the left. If an unfair judgment is called or the chief referee is unable to render a decision, the sub referees can request a revocation of the decision or a rematch. In addition, they can recommend the cessation of the match when an injury occurs. The referees' decisions throughout the competition are absolute and held in the highest regard, meaning that athletes cannot challenge any judgments declared during the match.

Today there are also women ssireum wrestlers. Women wrestle only among themselves but follow the same rules (except that men are topless whereas women wear tops).

There are four weight classes in professional wrestling: flyweight (Taebaek, 75 kg), lightweight (Geumgang, 90 kg), middleweight (Halla, 105 kg), and heavyweight (Baekdu, under 160 kg), named after the four famous peaks in Korea.[11]

Traditionally ssireum was contested with the top portion of the trousers rolled down to provide grip. The use of ""satba"" was invented with the birth of professional ssireum in the mid-20th century. There is a movement to restore this traditional method of grip, in the spirit of maintaining its cultural and traditional roots, but it has met with some resistance as the use of ""satba"" has become entrenched in the modern form.

The professional league is dwindling in popularity and many wrestlers have turned their attention to mixed martial arts fighting, even though ssireum involves no striking or submissions of any kind, as a means of making a living. Choi Hong-man, former champion of ssireum, enjoyed notable success in the K-1 scene. Unfortunately, the future of professional ssireum remains bleak, with only one team remaining. However, it can also be argued that ssireum is beginning to undergo global expansion as a popular martial arts sport, alongside taekwondo and hapkido.

It is important to note the differences between ssireum and sumo. Ssireum has remained largely a national/traditional sport. Physical hits such as slaps and blows are not permitted in ssireum, though they are in sumo. In both sports, the competitors are often quite large, though Korean wrestlers tend to be leaner. However, size does not guarantee success in either sport. Although both sports are quite similar, they differ in characteristics as well as values.

The national governing body of the sport in Korea, Korean Ssireum Organisation, has made a claim that ssireum is characterised as a ""peaceful competition focusing on harmony and unison"", reflecting the ""philosophical outlook of the Koreans""",-37,10.0
H157,"This is a traditional Mongolian shepherd's game. All that is required are a set of sheep ankle bones and a grassy field, though it can also be played inside as well. It supposedly pre-dates Chingis Khan.

Players take turns flicking their bones that are matching ""sides"" and collecting the pieces that fall together.

Depending upon what part of Mongolia you are from, there might be slight variations on gameplay, but the core system is the same.",1162,7.759594917297363
H158,"A total of 512 or 1024 wrestlers meet in a single-elimination tournament that lasts nine or ten rounds. Mongolian traditional wrestling is an untimed competition in which wrestlers lose if they touch the ground with any part of their body other than their feet or hands. When picking pairs, the wrestler with the greatest fame has the privilege to choose his opponent. Wrestlers wear two-piece costumes consisting of a tight shoulder vest (zodog) and shorts (shuudag). Only men are allowed to participate.

Each wrestler has an ""encourager"" called a zasuul. The zasuul sings a song of praise for the winning wrestler after rounds 3, 5, and 7. Winners of the 7th or 8th stage (depending on whether the competition features 512 or 1024 wrestlers) earn the title of zaan, ""elephant"". The winner of the 9th or 10th stage is called arslan, ""lion"".[11] In the final competition, all the ""zasuuls"" drop in the wake of each wrestler as they take steps toward each other. Two-time arslans are called the titans / giants, or avraga",1201,7.835356712341309
H159,"Unlike Western horse racing, which consists of short sprints generally not much longer than 2 km, Mongolian horse racing as featured in Naadam is a cross-country event, with races 15–30 km long. The length of each race is determined by age class. For example, two-year-old horses race for 16 km (10 mi) and seven-year-olds for 27 km (17 mi). Up to 1000 horses from any part of Mongolia can be chosen to participate. Race horses are fed a special diet.

Children from 5 to 13 are chosen as jockeys and train in the months preceding the races. While jockeys are an important component, the main purpose of the races is to test the skill of the horses.[12]

Before the races begin, the audience sings traditional songs and the jockeys sing a song called Gingo. Prizes are awarded to horses and jockeys. The top five horses in each class earn the title of airgiyn tav and the top three are given gold, silver, and bronze medals. The winning jockey is praised with the title of tumny ekh or leader of ten thousand. The horse that finishes last in the Daaga race (two-year-old horses race) is called bayan khodood (meaning ""full stomach""). A song is sung to the bayan khodood wishing him luck to be next year's winner",-2975,10.0
H160,"In this competition both men and women may participate. It is played by teams of ten. Each archer is given four arrows; the team must hit 33 ""surs"". Men shoot their arrows from 75 meters away while women shoot theirs from 65 meters away. Traditionally the archers wear their national clothing (Deel) during the competition. All the archers wear leather bracers up to the elbow on their outstretched arm, so that the deel's cuff does not interfere with shooting.

Mongolian archery is unique for having dozens of surs as targets. Each sur is a small woven or wooden cylinder. They are placed on top of each other forming a wall three-high, which is approximately 8 inches high by 5 feet wide. Knocking a sur out of the wall with an arrow counts as a hit, though knocking a sur out of the centre will bring a competitor more points. When the archer hits the target, the judge says uuhai which means ""hooray"". After each hit, an official repairs the damaged wall and makes it ready for the next attempt. The winners of the contest are granted the titles of ""national marksman"" and ""national markswoman",-20000,10.0
H161,"Each player has their own set of ‘Assyks’, traditionally made out of the talus bone of a sheep, and a ‘Saka’ dyed in bright colours. Players use their Assyk to knock out other Assyks from the field, and the focus is on the position of the bone. Main positions are the following (high ranking first): alshi (camel); tai (horse); Buk (goat) and shik (sheep).",2011,10.0
H162,"This is a very popular masculine sport where two teams (from five to ten persons in each) of horse riders grapple over a decapitated goat, which they try to deposit in the opponent’s goal. The distance between two goalposts is 300-400 metres. It lasts 15 minutes. In case of a draw, horsemen have the second round. If there is no result again, a competition between two players is organised.",1200,7.793140888214111
H163,"Two horse riders (a man and a woman) participate in it. To start the competition, a female rider stands at a certain distance behind a horseman. She starts riding at full speed and, as soon as she reaches him, male rider moves. Both race towards the finishing line. If the man wins he has the right to kiss the girl. Otherwise, she may beat him with a whip.",800,10.0
H164,"Baiga is a horse racing over short and long distances (up to 100 kilometres). It is believed that the national sport originated with the need of Kazakh nomads to promote endurance in horses. Traditionally, the participants are Kazakh boys between 7 and 14 years of age. However, sometimes professional jockeys can compete with each other as well.",1867,7.520246982574463
H165,"The rules of this national sport are quite simple. Two wrestlers compete with each other and the winner is the rider who wrestles his opponent to the ground first. Only adult men, who are physically strong and skilful riders, have the right participate in this competition. In the past, a wrestler could represent his clan or village.",2012,7.580128192901611
H166,"During the competition, a horse rider bends to pick up a coin or handkerchief from the ground. The competitor who gathered more coins in his round is the winner.
The traditional games listed above are still practised in Kazakhstan during national celebrations. And even if they have no practical effect nowadays, Kazakh sports are integral parts of our culture.",2015,7.713781356811523
H167,"A toss of a coin decides who starts. Players take turns to move a single peg of their own colour. In one turn a peg may either be simply moved into an adjacent hole OR it may make one or more hops over other pegs.

Where a hopping move is made, each hop must be over an adjacent peg and into a the vacant hole directly beyond it. Each hop may be over any coloured peg including the player's own and can proceed in any one of the six directions. After each hop, the player may either finish or, if possible and desired, continue by hopping over another peg. Occasionally, a player will be able to move a peg all the way from the starting triangle across the board and into the opposite triangle in one turn!

Pegs are never removed from the board. However, once a peg has reached the opposite triangle, it may not be moved out of the triangle - only within the triangle.

The question soon arises as to whether it is possible to move a peg into a triangle that is the starting or target triangle for another player. House rules apply but Masters Games suggests the following: A peg can be hopped through such a triangle but is not allowed to come to rest in that triangle.",1892,7.2717814445495605
H168,"s a fun and exciting game for children. Two teams line up against each other at a distance of 20 meters in one line, holding hands. The team that starts the game asks another team: “White poplar- green poplar. Which of us do you want?” The other team, having consulted, answers to the question in the same way: “We want (name of the player) to join us”. The player who is called by the team runs up and tries to break the chain between any two members. If he succeeds, he takes one player from the opposing team to his own. In case of failure - he remains in this team himself. Then the teams switch the roles, and the game continues. The winning team is the one who took away more of the ‘opponent’ players.",2015,7.2585673332214355
H169,"The game participants are divided into two teams. On a field measuring 50x100m, a line (maaru) is marked at both ends. By drawing lots, an offensive team (team of hitters) is appointed, which positions itself on the court. The ball server (pitcher) is selected (the ball is rolled up from animal fur). Then the order of hitters is established. The hitter enters the line, picks up a meter-long stick and strikes the tossed ball. Hitting as hard as possible, he must run to the opposite line. Then the players change.",2014,6.4823102951049805
H170,"It is one of the ancient games that is mentioned in the Manas epic.
This game is played by young girls in small groups of 2-6 people. A game is played with 5 pebbles with smooth surface.
Each player performs a series of throwing and catching exercises with those pebbles. Exercises get more and more challenging from level to level. There are usually 7 levels but players can improvise and add extra levels based on mutual agreement.",2014,6.746509075164795
H171,"An equestrian game in which riders compete to gain control of a goat or calf carcass that has been decapitated and dehoofed. Buzkashi likely originated as an entertaining variant of ordinary herding or raiding. It is popular predominantly among Turkic peoples in Afghanistan but can be found in the Muslim republics of Central Asia and in parts of northwestern China. Buzkashi has two main forms. The traditional version, tudabaray, has no formal teams and is not played within clearly defined boundaries. Games often involve hundreds of riders, and the objective is to gain sole possession of the carcass and ride it free and clear of all other riders",901,10.0
H172,"The game is played on an uncheckered board of 8 by 8 squares.

King — “Khun” — Lord
Moves exactly the same as the king in western chess: one space in any direction. He does not have the power to castle.	move of the king 'khun' or lord in makruk (Thai chess)

Queen — “Met” — Seed
Moves only one space diagonally. This is the move of the piece in the queen’s place, found in most ancient forms of chess.	move of the queen 'met' or seed in makruk (Thai chess)
Bishop — “Khon” — Nobleman
Moves one space diagonally or one space forward. This move is found in Japanese chess, and in other chess variants of Southeast Asia.	move of the bishop 'khon' or nobleman in makruk (Thai chess)
Knight — “Ma” — Horse
Moves two spaces forward, backward, right or left, plus one space at a right angle. This is the only piece allowed to jump over any intervening piece in its path. It has exactly the same move as the knight in western chess.	move of the knight 'ma' or horse in makruk (Thai chess)
Rook — “Rua” — Boat
Moves as many spaces as desired forward, backward, right or left. Can not leap over any pieces. This move is exactly the same as that of the western rook.	move of the rook 'rua' or boat in makruk (Thai chess)
Pawn — “Bia” — Cowry Shell
When moving normally, this piece moves one step forward; but it captures by moving one step forward-diagonally. Exactly like the western pawn, but with no power to move two spaces on its first move.	move of the pawn 'bia' or cowry shell in makruk (Thai chess)

Promoted Pawn — “Biagai” — (Promoted Cowry)

When the pawn reaches the 6th row (i.e., the opponent’s 3rd row), it is flipped over and its move is changed to the move of the queen (met): one space in any diagonal direction.	move of the promoted pawn 'biagai'  in makruk (Thai chess)
a sample line-up of Thai chessmen

Did you notice that the king, queen and bishop are essentially the same shape, but different in size? Even the rook is similar, but a more squat figure. It may be confusing at first, but you will get used to distinguishing them.

Captures

All pieces capture by moving onto the square of an enemy piece and removing that piece from the board. Only the pawn has a special move for capturing; all others use their normal moves to capture.

Check and Checkmate

When a player’s king is threatened with capture (in check), he must move in such a way that the king is no longer threatened. If he can not, he is in checkmate, and the game is lost. If, however, the player finds that any move he makes will put his king in check, but he in not in check at the moment, this is a stalemate, and the game is a draw.

Drawn Games

Many games of makruk end in draws, and this is because of special rules in the endgame which permit the disadvantaged player to claim a draw in very peculiar, and sometimes rather complex, ways. The back panel of this brochure explains the special drawn game rules.

Special Drawn Game Rules

When you find yourself with a less powerful group of pieces than your opponent, there are two special rules which may draw the game:

I. The Board’s Honor Rule

If there are no unpromoted pawns on the board, and you are at a distinct disadvantage, you may begin counting your moves aloud up to 64 (the number of squares on the board). If you are able to make the 65th move and you haven’t been checkmated, the game is a draw.

II. The Pieces’ Honor Rule

Watch for the situation in which (1) you have a lone king with no remaining pieces and, at the same time (2) there are no unpromoted pawns on the board. At that moment (when your last piece is taken, or your opponent’s last pawn is promoted), you must stop and do some figuring. Follow this system carefully, and you may be able to claim a draw.

1. Find the move count number in this way. First ask,
(1) Does the opponent have 2 rooks? If so, the number is 8.
If not, go to the next question:
(2) Does he have 1 rook? If so the number is 16.
Continue to ask, in this order, until you get an affirmative answer:
(3) 2 bishops? If so, it’s 22; (4) 2 knights? If so, it’s 32;
(5) 1 bishop? If so, it’s 44; (6) any pieces at all? If so, it’s 64.

2. Now that you have the move count number, count all of the pieces on the board, including all of your opponents pieces, his king and your king. For instance if he has 1 rook, 2 bishops, 2 promoted pawns and a king, against your lone king, you count up to 7. (In this example the move count number is 16.)

3. Now, as you make your move (finally, after all that calculating), begin counting from where you left off. In the example above, your move will be counted “8.” You continue to count all of your own moves (in this example, ...9, 10, 11…) up to the move count number (in this example ...16). If you reach the move count number without being checkmated, your opponent has one final move to deliver checkmate. If he can not — congratulations — you’ve drawn the game!

",600,10.0
H173," NUMBER OF PLAYERS PER TEAM.
Only a total of 3 people and one reserve player.
One of the players are behind named as skipper (tekong).
Two others are in front of the left one (Surround Left) and another on the right (Right Surround).
Players can switch positions during game play.

3. COUNT POINTS SYSTEM
When things are done by either cancel the kick-off or receive the kick-off, one point will be awarded to the opponent, including doing the next kickoff.
Maximum victory points for each set is 21 points.
Games run in 2 sets with 2-minute breaks in between.
When standing at 20-20 points, use 25 points coins will be carried out.
Victory is determined by the difference of 2 points to 25 points.
If each squad won 1st set, the game will be decided in the third set, called 'Tie Break' with 15 points.
Before the round 'Tie Break begins, the referee will make the team that won the poll and voting will make kickoff.
Change will happen when a parcel squads reached 8 points.
4. DELAY
Only 10 minutes given to the late shift and then the opponent will be given free or uncontested victory, 2-0 (21-0 / 21-0).",1500,6.824017524719238
H174,"The board is an oval with five squares per side and, in addition, a bigger one at each end. The small squares are called ""citizen squares"" (ô dân), ""ricefields"" (ruộng) or ""fishponds"" (ao ci) and the big ones ""mandarin squares"" (ô quan). The board is drawn on the ground.

Each player or team controls five farmer squares, while the mandarin squares are neutral.

Each player puts five pebbles (fruit seeds or other small objects) in each square he owns and a big stone, the ""mandarin"" (quan), on the mandarin square. The pebbles are known as dân (""people"", ""citizen"").

Initial Position

The first player is determined by oẳn tù tì (""one, two, three""), which is a Vietnamese variant of Rock, Paper, Scissors.

On his turn a player picks up the contents of one of his ricefields and distributes the pebbles, one by one, in either direction on the following squares (including both mandarin squares). This is called rải (""to scatter"").

He lifts the contents of the square immediately behind the last one where a pebble was dropped and keeps on distributing its contents.

However, if a mandarin square follows, the turn ends.
The move ends when the last pebble falls on a square, which is followed by an empty one.

If there are two or more empty squares, the turn passes.
If the empty square is followed by a non-empty one, he captures its contents, and if it is followed by another empty square and another non-empty one, he captures the contents of this one too, and so on. The captures are removed from the board.
A square, which contains many pieces, is called nhà giàu (""rich square""). Pebbles, which are on the Mandarin square, are known as quan non (""quan"": Mandarin; non: ""young"" / ""unripe"").

If all the ricefields of one player are empty at any time, he must put one pebble on each ricefield. These pebbles are taken from the captures. This is called ""to release the fish"" (thả cá). If on his/her side of the board are empty, he/she must use five won-pieces to place one piece down one square on his/her side and repeats the distribution. If a player doesn't have enough pebbles to fill every square, he must borrow them from the other player. At the end of the game, he must return them to his opponent.

The game ends when the two mandarin squares are empty, which is called ""fall of the mandarins"" (hết quan).

Then the remaining pieces belong to the player who owns their squares, which is expressed by the Vietnamese saying: ""hết quan, tàn dân, thu quân, bán ruộng"" (literally: ""Mandarin doesn't exit, people disappear, getting the army out, selling the rice field."") or ""hết quan, tàn dân, thu quân, kéo về"" (literally: ""Mandarin doesn't exit, people disappear, getting the army out, coming back."").

The winner is the player who has more points. Pebbles count 1 point, mandarins 10 points.

Match Rules
Before the next game starts, the loser asks the winner to give him as many pebbles he needs to reach the number of 35. Then the players put their pebbles in their old place and the game is played again under the same conditions as previously.

If the loser asks his companion for five pebbles for example, he owes to him provisionally one square of his series. This is called ""to give provisionally a ricefield"" (cầm ruộng). At the end of the game, the pebbles that the square thus given up contains will be divided equally among the two players.

If the loser asks his opponent for ten pebbles, he must give him one of his squares definitively, which is called bán ruộng (""to sell a ricefield""). If he has lost by 20 pebbles, he must even sell two ricefields. The pebbles that remain in the sold ricefields at the end of the game are won by the new owner of the square.

In the next round it is possible to get back the sold ricefield, if the player wins by (at least) 10 pebbles.

The game continues until three or four squares of the same series are sold. The player of this series holds out his hands to the winner who beats them",1986,6.764318943023682
H175,"The congkak board consists of two rows of 7 holes called the 'houses' and two   bigger holes called the 'storehouse'.

2.                Before the game starts the 'houses' are filled with seven congkak seeds each while the 'storehouses' are left empty.

3.               Both players begin simultaneously by scooping up all the shells in any house on their side. Each drops a shell into the next 'house' and continues clockwise depositing one shell into every house thereafter. A player drops a shell into his 'storehouse' each time he passes it but does not deposit any into his opponent's 'storehouse'.

4.               How the game continues, depends on where the last shell of each scoop is deposited : 

•   IF THE SHELL DROPS INTO THE PLAYER'S OWN 'STOREHOUSE': The player scoops up the shells from any of his 'houses' and distributes them in the cups ('houses') round the board but not in his opponents's 'storehouse'.

•   IF THE SHELL DROPS INTO A 'HOUSE' (on either side of the board) CONTAINING SHELLS: The player scoops up all the shells in that 'house' and continues distributing them as described above.

•   IF THE SHELL DROPS INTO THE PLAYER'S 'HOUSE' WHICH IS WITHOUT SHELLS: The player is entitled to collect the shells in his opponent's 'house' directly opposite his own. These shells collected from his opponent's house together with his last shell are deposited in his own 'storehouse'. If the opponent's 'house' opposite his own is empty, he deposits only his last shell in his own 'storehouse'. He forfeits his turn and stops playing. It is the opponent's turn now to distribute the shells.

•   IF THE SHELL DROPS INTO AN EMPTY 'HOUSE' BELONGING TO THE OPPONENT: The player forfeits his turn and stops playing. He also forfeits his shell and leaves it in the opponent's 'house'. It is the opponent's turn now to distribute the shells.

5.                The first round ends when a player has no more shells on his side.

6.               Play resumes in the second round with players redistributing shells from their own 'storehouse' to their own 'houses'. Beginning from left to right, seven shells are placed in each 'house'. If a player does not have sufficient shells to fill his own 'houses', the remaining cups are left empty and are considered 'burnt'. The leftover shells are deposited into his own 'storehouse.' The opponent deposits excess shells he has won into his own 'storehouse'.

7.               The loser gets to start the second round. Play is continued as before but players will bypass 'burnt houses' for instance no shells are to be dropped into these houses. If a shell is accidentally dropped into a 'burnt house', it is confiscated and stored in the opponent's 'storehouse'.

8.       Play continues until one player loses all his 'houses' or concedes defeat.",-7000,10.0
H176,"1. The game is started with toss of a coin. Whoever wins becomes the passer.

2. A time limit of two minutes is given to each team to score.

3. Once the limit elapses, the line guards assume the positions of the passer, and vice-versa.

4. Passers are suppose to cross the lines from the starting point and back.

5. Four line guards are positioned on the vertical line and one on the horizontal line of the court. Their feet always be on the line.

6. Line guards tag the passer with powered hands.

7. If any of the passer is tagged, the line guard immediately assumes the position of passer even if the 2-minute limit has not elapsed.

System of Scoring

From Entry Point From Exit Point

First line - 1 pt. Fourth line - 2 pt.

Second line - 2 pts. Third line - 3 pts.

Third line - 2 pts. Second line - 3 pts.

Fourth line - 2 pts. First line - 5 pts.
(Home)
The duration of the game is three innings and each inning is divided into halves",1900,6.211216449737549
H177,"his is a very popular recreational game in the country. Several players may participate in this game. The equipment needed is two pieces of wooden stilt with a stepladder, the height of which is 30.48 centimeter from the ground. The principle of the game is to walk on stilt from a starting line to the finish line. The length to be traveled is 100 meters.

Rules of the Game

1. At the signal ""Get Set,"" the players stand at the starting line with their stilts.

2. At the signal ""Go,"" the players mount their stilt and start walking.

3. The first player that reaches the finish line without getting off the stilts wins.

4. A player losses if he get off the stilts twice before reaching the finish line, or gets off the stilt after two steps.",1969,7.689457893371582
H178,"The game ""Palo-Sebo"" is commonly played during ""Fiestas."" The equipment needed is a 10-meter bamboo pole with a 10.16-centimeter diameter, small bag, a prize and lard or grease.

It is an individual or single game. The pole is painted with lard or grease from top to bottom and a small bag filled with prizes is tied on the top end of the pole before it is set to stand. The objective of the game is to get the bag full of prizes by climbing the bamboo pole. A competitor is given only one chance to climb. The game ends once the prizes are taken.",2008,7.608508110046387
H179,"The game is similar to tug of war in principle. Two or more players can play this. The purpose of a team is to pull the other team over the borderline. The equipment needed is a 15-meter long rope with a diameter of 3.81 centimeters.

Rules of the Game

1. Each team must have equal number of players.

2. The distance between team is five meters.

3. Both ends of the rope should be tied on the waist of the last player while the others hold on to the rope.

4. A piece of ribbon or handkerchief is tied to the rope on the centerline.

5. Upon signal to start, each team pulls each other.

6. The team that pulls the other over the borderline is declared as the winner.
",1995,5.546269416809082
H180,"1. The mode of competition is two out of three games.

2. The team that held the thinner end of the bamboo in the first game shall hold the thicker end of the bamboo in the second game.

3. If there is a tie after the second game, a tossing of a coin will determine which team will hold the thicker end of the bamboo.",1995,7.308857440948486
H181,"This game is popular among the kids in the province. The equipment needed are a piece of stick 60.96 centimeters long which serves as the bat and another piece of stick 15.25 centimeters long which serves as the ball.

Two or more players can play the game. Digging a hole on the ground 12.5 centimeters wide and 5 centimeters deep makes a permanent base. To determine the first hitter, the player that strikes the smaller stick farthest from the base will be the first to hit.

Throwing the smaller stick upwards and striking it hard plays the game. The other player from afar tries to catch the stick. Whoever catches it becomes the next hitter. If nobody catches the stick the non-hitter may choose to pick up the stick and strike the longer stick laid down by the hitter beside the base. A player becomes the next hitter if the longer stick is struck, but if not, the first hitter continuos playing.

Points can be score by measuring the distance from the base up to where the smaller stick landed. The longer stick is used to measure the distance. Each length of the stick is equivalent to one point. A layer that gets 100 points or more is the winner.",2013,6.916818618774414
H182,"1. Sipa Bilangan is played by two teams.

2. First team to play is determined by toss coin.

3. The flyer is kick up and down, until the ball touches the ground.

4. Point is counted on every kick made.

3. SIPA MUDANSA OR BY KICKING.

PLAYER - Two per team (one tosser & one kicker)

PROPS - Same as Sipa Bilangan

1. Sipa Mudansa or by kicking is played by two teams.

2. To determine the first tosser & kicker (players), a toss coin will ensure.

3. Tosser stand facing kicker at a convenient distance.

4. A demarcation line is drawn 1 feet in front of the kicker.

5. Tosser throws a lobe toss to kicker, who will kick the fly at a distance.

6. Points will be made by measuring that distance where the Flyer landed using a measuring tape as measuring device.

7. Three tries for both teams will be allowed, with the farthest distance considered as point score.

8. In to event a kicker fails to hit the flyer, the kicker will forfeit his kick.",1501,7.48948860168457
H183,"Sungka is always played by two people.

2. Each players fills up his seven smaller bowls with 7 ""Sigay"" each.
3. Both players start at the same time.

4. The object of the game is to put as many ""Sigay"" as possible in the large bowl as to cause the opponent to lose one or two of his smaller bowls in the succeeding games which means he losses.

5. If at the end of 15 minutes, nobody has been declared as winner, the game will be called off. Each player counts the number of ""Sigay"" in the opponent's large bowl.

6. The player with the most number of ""Sigay"" wins.",1692,7.785160541534424
